Set,nHM,piPC09,PCD,X2Av,MLOGP,ON1V,N-072,B02[C-N],F04[C-O],logBCF,Class
1,6.691939208147611,1.2343995929525235,0.22246614049652738,0.2653551366518088,3.595634283488131,1.554405348644138,0.0,0.0,17.38387841629522,0.8411331289623718,3.0
1,4.0,0.0,1.26,0.21,3.62,0.626276206916647,0.0,0.5425402305548993,0.4574597694451007,2.187127011527745,3.0
1,2.0,6.16861296000888,2.095288446103256,0.1849118592316124,3.4503765868716436,1.4034775831393176,0.0,0.49118592316124,3.49118592316124,1.4945352723599687,3.0
0,5.7273347636282095,8.04791582185366,3.257273347636282,0.18363667381814106,5.390923669452629,1.196363326181859,0.0,0.0,2.0,3.5327232403641666,3.0
1,0.0,1.0388599194126602,0.0,0.3850092363721117,5.179593599627086,3.062153636045812,0.0,0.0,0.0,2.730258618419127,3.0
0,4.589870847560544,4.3028887823658835,1.2489870847560545,0.3158987084756054,3.209821217011932,1.2709632846953336,0.0,0.41012915243945613,5.410129152439456,2.017467711890136,3.0
1,4.978892858275009,0.0,1.2431939300092616,0.214643571179498,3.9161210711002474,0.6040103569277483,0.0,0.0,0.978892858275009,2.6594464291375046,3.0
1,4.486742152959455,0.0,1.2648674215295945,0.21,3.7611552243582422,0.6051325784704055,0.0,0.0,1.0,2.408238498009322,3.0
0,0.0,0.0,0.5839884059820915,0.22657308485970123,2.940280745420896,1.539816030439229,0.0,0.0,0.18780242456289198,2.1335720789304866,3.0
0,0.5656056344895714,7.112670028123688,2.655656056344896,0.1556560563448957,3.4113121126897914,1.6962926756511527,0.0,0.0,10.0,2.001580000487596,3.0
1,0.7001568153893514,1.199472503008372,0.09748823884579864,0.40200940892336107,4.708006272615574,2.3510047044616806,0.0,0.0,0.0,2.7683988540738684,3.0
1,0.35489663796943516,5.209577698812534,1.7222372103310035,0.1858041344812226,4.863638755232318,2.410314470684279,0.0,0.0,8.354896637969436,3.0090745457176875,3.0
0,2.0,5.909110637354245,1.882836706874118,0.216756962386524,2.3337924202340075,2.238179119974277,1.3310759403369004,1.0,10.6689240596631,0.4819639319068967,3.0
1,7.864167565071903,7.517861740335896,2.518641675650719,0.18864167565071904,4.998758539966538,1.201358324349281,0.0,0.0,4.0,3.1947078392104533,3.0
0,4.0,0.0,1.4370573883044422,0.1946037053648311,3.912529598068209,0.6638870312230911,0.0,0.7698147317584447,3.309444195275334,1.9598481697428043,3.0
0,0.0,0.0,0.06988707318386533,0.3250564634080673,2.820112926816135,2.320016132402305,0.0,0.0,3.0016132402304954,2.6194837631262415,3.0
1,0.0,8.614016117577858,4.707160125976276,0.16,5.17,1.8742799580079081,0.0,0.0,0.0,2.312759286134439,3.0
1,2.0,5.766054800354994,1.8350191677254069,0.1885156788554953,3.5342273644637885,2.0714843211445046,0.0,0.23144598569369101,13.768554014306309,2.557245649442164,3.0
0,1.0,3.045479641489299,0.12927226208251014,0.267383773694734,2.7369766034807093,2.952035851070123,1.9127924564911325,1.0,0.0,0.6582847166333424,3.0
1,1.0054494892026589,5.692708321208473,1.6328882292774092,0.19972752553986706,3.408419648131229,2.0707084335963457,0.0,1.0,7.0,1.3148774801495007,3.0
1,6.0,0.0,0.3710388402063399,0.358688347938098,4.123933416789131,0.727376695876196,0.0,0.0,0.0,1.7674306424886788,3.0
1,0.0,0.0,0.4137493058592027,0.2508615521484538,2.276351726562593,1.8493671590821814,0.0,0.2795603417967586,4.279560341796759,0.9896791384765835,3.0
1,1.0,0.0,1.24,0.2,2.46,0.84,0.0,0.0,2.0,0.9380578480158532,3.0
1,0.7477187738974139,6.469571129492714,2.439817501911793,0.17504562452205175,4.310821241396931,2.9280246820035947,0.0,0.7477187738974139,12.747718773897414,3.1209715785112673,3.0
1,0.0469281529760468,6.396486290482096,1.3578667160355677,0.22234640764880234,4.5687712611904185,3.3661777119525764,0.0,0.0,6.0,2.154257551672514,3.0
1,0.0,6.009767895327835,2.1056076249149105,0.19,4.352455103587975,3.1267699878131796,1.3384993906589726,0.6692496953294863,12.669249695329487,1.5625854813794118,3.0
1,1.55276496683549,5.195697474416921,1.4144216629341588,0.24422119734683922,2.86829033250122,2.4237695787747136,0.0,1.0,7.55276496683549,1.5853271840810352,3.0
1,1.4277075308291618,0.0,1.24,0.20427707530829162,2.596866409865332,0.8228916987668335,0.0,0.0,2.0,0.7789774605102939,3.0
0,0.019668416283954326,7.14860354244384,2.6604242606304958,0.15,3.4013767891398765,2.040227576467656,0.0,0.019668416283954326,10.019668416283954,1.5821017411816016,3.0
0,0.0,7.145027147103596,2.6507534625600613,0.1492465374399387,3.3186260435133814,1.9893130217566906,0.0,0.07534625600612821,10.0,1.5962326871996937,3.0
1,1.305697019287182,0.0,1.24,0.20305697019287183,2.5578230461718983,0.8277721192285127,0.0,0.0,2.0,0.8363224009350245,3.0
1,0.0,5.795791679366687,0.7826396426440848,0.2161817793769931,4.185090249408883,4.233179004831998,0.809088968849654,0.809088968849654,10.0,3.161637294952166,3.0
1,4.7315251431098435,7.936783017173181,3.2673152514310986,0.18,5.15288128577746,1.21,0.0,0.0,2.0,3.3417963716433667,3.0
1,5.058880502894738,3.9000049341341443,0.9829149686684208,0.4405888050289474,4.2844257232092104,1.8758783647973685,0.0,0.0,9.0,0.9643966667328947,3.0
0,1.2546262658119014,6.056573656960675,2.275092525316238,0.2,4.845647677213666,1.4810658575983107,0.0,0.0,0.0,2.8536121202564297,3.0
1,2.3946914668094723,0.0,0.7202136988223247,0.3697518159528742,-0.017980042398192175,0.7847431946466739,0.6053085331905278,1.0,2.7893829336189446,-1.591044464025705,3.0
0,3.3115737185473773,0.0,1.2873888462256853,0.2068842628145262,3.462671122088215,0.6277893429636844,0.0,0.15578685927368863,1.4673605778210659,2.0477452246044248,3.0
1,0.0,7.241611296280434,3.1597976431264834,0.1406998316518917,2.3389713808215857,1.7755986532151335,0.06998316518916814,1.0,6.0,0.4809949495567505,3.0
0,0.0,0.0,1.385916773830091,0.18352080654247718,2.878870613648313,0.8952080654247719,0.0,0.0,0.0,1.1595747749568084,3.0
0,0.0,0.0,1.2655161819946112,0.21164325129538558,2.9211973154146174,1.018216256476928,0.0,0.0,0.0,1.1616432512953856,3.0
0,2.0,3.8381400607629987,1.273422870336481,0.193422870336481,2.65,1.2,2.0,1.0,2.657712966351899,1.0552340746163038,3.0
0,0.0,6.202490185363736,2.33696238624446,0.18,3.9418121503462,1.4716016009647368,0.0,0.0,0.0,2.1209249916128186,3.0
1,0.7458363509302612,6.704448226287697,2.8598769010860647,0.17237509052790784,3.2035409122674348,2.037834902483736,0.0,0.7458363509302612,11.745836350930261,1.4351267200302489,3.0
1,0.0,6.356550213266779,2.3963046118308178,0.16409418823162122,3.4551252348992816,2.8190581176837877,0.0,0.0,17.29529058841894,1.1281162353675755,3.0
1,0.0,6.163808692682105,2.128715354794666,0.17032347707284198,3.0232625599865215,2.154195938860912,0.0,1.0,3.6774492357613995,1.5264510152847721,3.0
1,0.0,5.291631144595861,1.5456040702125202,0.19,3.6109201876954806,3.0048669794924674,0.0,0.15133020507532557,15.848669794924675,2.352577466111014,3.0
0,4.726757337115942,4.284290250538058,1.2927324266288407,0.30223922691253624,3.4244784538250723,1.083662133144203,0.0,0.0,4.726757337115942,2.0708163206808696,3.0
1,0.0,9.194,5.9,0.15,5.559049636168547,2.242534659814607,0.0,0.2910890030898814,0.0,2.575861467620791,3.0
0,1.4471800230920921,0.0,1.248943600461842,0.20447180023092093,2.6030976073894694,0.8265845993072373,0.0,0.0,2.0,0.7340509872993493,3.0
0,1.406979712704403,6.118459455204277,2.281104695690566,0.19406979712704403,4.789884522430189,1.4279060861886792,0.0,0.0,0.0,2.6863369272930817,3.0
0,0.0,7.433758652407849,3.4239561712892552,0.16,4.410132065498345,1.7106153400487607,0.0,0.5802191435537235,0.0,2.522725491191734,3.0
1,1.256206943594458,6.582127907371988,2.142968931176046,0.25206551394838794,4.714289611893099,2.1596724302580603,0.25620694359445806,0.25620694359445806,6.0,2.7577655003059953,3.0
1,0.0,2.696555510607505,0.5046014262429763,0.28669082265194085,4.527407386003574,2.9738848628913432,0.0,0.0,1.6115137108656805,2.4660426691528343,3.0
0,0.08159418040024036,6.077736099713063,1.9979884228958174,0.1732637672160096,2.571442036859916,3.063036217260156,1.0,1.0,8.91840581959976,1.858159418040024,3.0
1,1.0051848627739868,5.7361140669810275,1.939222270583902,0.19994815137226013,3.448392692540064,2.904141105065395,0.9948151372260132,1.0,3.0051848627739868,1.143473858058571,3.0
1,1.372105585051364,6.58547174890712,2.3106946595876727,0.15,3.251857827139214,2.093257949458732,0.0,1.0,7.0,1.1020785771909314,3.0
0,4.194273953512043,0.0,1.2619427395351204,0.2119427395351204,3.6763394465184924,0.6158282186053613,0.0,0.19427395351204224,0.8057260464879578,2.2668506744316232,3.0
0,5.8581181660001445,6.592145731859958,2.35993172837999,0.19787177249000218,4.749631948930051,1.3893588624500108,0.0,0.0,4.0,2.1978984654599003,3.0
0,1.3967838272138884,5.256237858971873,1.2761929703671666,0.23777486790497218,2.3214210888985,3.283055364146806,0.6032161727861116,1.0,8.0,1.8904824259179167,3.0
1,0.050768531039396936,7.5866064211429505,2.645938517516848,0.14949231468960603,1.9826455660730933,2.9508616644129084,0.10153706207879387,0.050768531039396936,17.949231468960605,1.47650677566161,3.0
1,4.22676570209868,6.5954349753284225,2.2015800106636547,0.20340148553148021,5.546189601279639,1.0959665102030578,0.0,0.0,0.0,3.554014855314802,3.0
1,0.0,8.626193317403116,4.719723832281263,0.16,5.17,1.869723832281263,0.0,0.0,0.0,2.2466280252496893,3.0
1,0.5788648955075587,6.572039862137494,2.754684884169762,0.16736594686522677,3.2452837761231104,1.9510097456639304,0.0,0.5788648955075587,11.578864895507559,1.3399529904393086,3.0
1,0.43847412301808697,6.227056573858976,2.086620166746873,0.21753896492072347,5.071316627342841,3.2973831052378295,1.123051753963826,0.561525876981913,10.0,1.3927563945215513,3.0
0,2.0,6.381803792217473,2.386559477294096,0.20983921594114402,4.429132022235792,2.689678431882288,0.0,0.3279738647048006,12.3279738647048,2.709035295646864,3.0
1,2.0,4.850552823507067,1.4364076333737366,0.25656305334949464,2.4989297673535225,2.2462699205818066,0.0,1.0,13.0,2.18454259366464,3.0
0,3.155041616727744,5.6447979667730115,1.4598445898253933,0.34844958383272256,1.1192266347057562,1.6331803802112532,1.0,1.0,4.155041616727744,0.6968269909463267,3.0
0,0.9818408883105311,6.514546697320344,2.325253653819154,0.14,3.3883906570895324,2.0350970398438433,0.0,1.0,6.0,1.216017483999109,3.0
1,4.838933502069363,7.950799485733838,3.265168005062081,0.18,5.1797333755173405,1.21,0.0,0.0,2.0,3.589327979751676,3.0
0,0.13959538168832475,6.5469754265162186,2.2041358331986904,0.22022832328181727,5.2505086748155945,3.2406329415934927,0.0,0.0,9.860404618311675,2.783072259167543,3.0
1,2.0,5.867463301364684,1.7525125680257931,0.23498491836904817,4.347095309569459,2.5897285306428666,0.749748639484136,1.0,4.0,1.7125326768670623,3.0
1,5.922330531141154,6.05285423003483,0.7179607852514907,0.2288349579671173,5.36815529423018,1.6639807279322865,0.0,0.0,0.0,3.808349579671173,3.0
0,3.0,0.0,0.0,0.44188168896177016,2.2493308249666875,0.6593468970653554,0.0,0.0,0.0,0.5247430323255072,3.0
1,4.462917572803344,6.548649693413393,2.295574619422595,0.2301792844644348,4.298312907761505,1.38424609611297,0.0,0.0,5.388752718410034,3.618875271841003,3.0
0,0.3266512417960409,6.226947055410989,2.296533024835921,0.14673348758203958,3.9284785438170484,2.20160370196895,0.6733487582039591,1.0,6.0,1.5128064784456627,3.0
1,0.17213099621241135,0.0,1.248278690037876,0.2,2.5013934501893793,1.1877049815907872,0.0,0.0,1.1721309962124113,0.9220491697348688,3.0
0,4.456914168360516,4.26522445503049,1.3008617166327898,0.2846994209434336,3.310651396299142,1.0265531334688414,0.0,0.0,4.456914168360516,1.919058242293391,3.0
1,0.03474816960923022,7.084,2.66,0.14069496339218462,2.358222986570153,1.4882625915195384,0.0,0.9652518303907698,10.0,1.576408608903015,3.0
0,0.0,4.4904271092958,1.415598096466958,0.22743590969682373,4.154529845051332,2.972136981007376,0.0,0.0,7.542734838386272,2.7088461354547646,3.0
1,1.6840461500239627,4.748398020093703,1.2377739202676126,0.27,3.1963815399904147,2.8342647704920925,0.0,0.8420230750119814,13.157976924988018,2.7017046952316686,3.0
0,0.0,4.3419758660410235,0.979695813937898,0.2522247986402051,4.082740419717027,3.550842994900769,0.0,0.0,6.805619966005127,2.5550347816427688,3.0
0,0.41135390505667857,5.999105654823539,2.2641135390505664,0.18,4.414113539050567,1.6114147350671264,0.0,0.0,0.0,2.659571977027895,3.0
0,0.0,0.0,1.431921953722751,0.17103414524629643,2.0756097365410078,1.1002926735396836,0.0,0.6995122107671938,4.699512210767194,0.7518243958761898,3.0
1,2.0,5.926375713472464,1.8854636337682829,0.18584940722746596,3.1275482216823978,1.7066728610185653,0.0,0.8616469075821986,4.0,1.901313040995749,3.0
0,1.8672545777570302,5.597389650313829,2.0592039928934533,0.18734509155514062,1.2843374364560631,1.843098168897188,2.0,1.0,10.13274542224297,-0.06017637332710905,3.0
1,0.0,5.724386691135561,0.5044761740133279,0.21939073734228318,4.2655361977717785,4.4746627658524245,1.0304631328858411,1.0,10.0,3.0325303465504154,3.0
0,0.2854048958200479,6.320361676786364,2.5975574396011356,0.18283239166560383,4.649566854148067,3.4598267416592265,0.0,0.7145951041799521,16.570809791640094,3.3516977406365585,3.0
0,0.0,7.18948854831528,3.348213503353575,0.16,4.292730930198042,1.7371252738262486,0.0,0.9589324832321242,0.0,2.3939629557010775,3.0
1,4.601179098555205,7.924147387319401,3.26,0.18,5.1202947746388014,1.2039882090144478,0.0,0.0,2.0,3.5676625289628396,3.0
0,2.566479262419258,4.95643184367675,1.5180899540387562,0.19,3.173988755745156,1.4344476499242527,0.0,0.43352073758074205,3.433520737580742,1.7816760368790372,3.0
1,4.0,7.1302321279289975,2.492559573570009,0.17255957357000884,4.09,1.2448808528599824,0.0,0.0,4.0,3.5516680599602477,3.0
0,1.0,5.589361008027719,1.3827839740243981,0.20749139472653338,2.540998211722127,3.2611317615188087,0.7491394726533388,1.0,7.749139472653339,1.7919578677716035,3.0
0,2.18433367433137,4.117876094115458,1.2692166837165686,0.18184333674331368,2.7513835208822535,1.1944699897700588,1.63133265133726,0.81566632566863,3.81566632566863,1.3603235004223713,3.0
1,0.08087296661719767,7.106838213071969,3.2180230597106942,0.15,3.872284949695853,1.8645571339910956,0.9191270333828023,1.0,6.080872966617198,0.8222721842952422,3.0
1,0.0,0.0,1.2128494342482032,0.22571685525059892,3.1229393680191655,1.2315056575179677,0.0,0.0,0.0,1.387240499522759,3.0
1,4.623000198469267,0.0,0.3956051260279847,0.411309994045922,4.760700178622341,0.7276999801530732,0.0,0.0,0.0,2.428545082364746,3.0
0,0.05819359550844361,4.162862612923284,1.3482541921347468,0.18058193595508443,2.435972940451671,2.1015316303381244,1.0,0.05819359550844361,5.0,0.9504748471915198,3.0
0,2.0,6.49,2.4,0.19339145089494078,3.927805117198439,2.73,0.0,1.0,13.0,2.5279794698832614,3.0
0,1.0,4.876588057432776,1.281152955405378,0.19442352229731105,3.5029171277037063,2.879269962163372,1.0,1.0,5.442352229731105,0.893035948647384,3.0
1,1.0,3.077196409573784,0.07719362077472211,0.28959149436629616,2.6294320137343483,4.330265801053246,0.0,0.0,14.28063792252779,0.8402490250017562,3.0
1,1.0,6.922240079184063,3.0350197264130068,0.17718380129756123,3.170978185726826,2.2056718502308907,0.0,1.0,11.90612670991871,1.4964527718276504,3.0
0,5.0,6.278650782211167,2.269143299855365,0.2,5.22,1.23,0.0,0.0,2.0,4.05622742037605,3.0
0,0.9346139973397097,5.594073863508385,1.3496933620218208,0.2073845598935884,2.2728851009311017,3.6174990982708115,1.0,1.0,8.06538600266029,1.943461399733971,3.0
1,0.6382705938433504,0.0,1.3093578831380692,0.20255564655409847,2.8860016379737723,1.2672730508040089,0.0,0.0,4.0,1.5281249329887086,3.0
1,4.933214970293733,3.5952923373085737,0.8030408352486619,0.35666074851468665,3.4320906184137234,1.445483133266857,0.0,0.5166962574265667,9.0,1.0183658831692235,3.0
1,0.34288867149983315,6.147911820001862,2.0502976951699363,0.21371554685999333,5.0034509567648815,3.30885335942002,1.3142226570003337,0.6571113285001668,10.0,1.49025355507017,3.0
1,0.0,9.018435410203,5.059882802819708,0.1543567289867789,5.384444298502402,1.9672221492512008,0.0,0.0,0.0,2.621081775330527,3.0
1,2.0,0.0,1.2804941025157273,0.20190117949685454,2.8096956751782,0.7838023589937091,0.0,0.0,2.5399213668763627,0.3777192651152911,3.0
0,1.0477161276916487,0.0,1.36,0.1704771612769165,2.3281525153380724,0.749045677446167,0.0,0.0,4.0,0.9570554850775161,3.0
1,0.0,3.66958483736423,1.2413207442098815,0.2030188836851777,3.297359068456516,2.4073587900183764,0.5660372104940763,0.5660372104940763,4.433962789505924,1.2643407416476176,3.0
1,1.0,6.686750609358077,2.8137596180647617,0.1815864644764249,2.9527971917818605,2.2366315080098462,0.0,1.0,12.0,1.6275939342927475,3.0
1,2.0,0.0,1.4863538986144202,0.23639506056583073,2.6656214042147335,0.7032181112586205,0.0,0.8798353521943578,1.1201646478056422,0.800345666224138,3.0
1,0.6581203332835984,6.4089236359588195,2.170085726647767,0.22632481333134394,5.227265436631354,3.271025560005968,0.6837593334328032,0.3418796667164016,10.0,1.1687172600507296,3.0
0,2.0,6.2320916358353955,2.3165238318464194,0.17816401868373116,3.7674787380073806,1.4225581774954459,0.0,0.0,4.0,2.215703738427764,3.0
0,2.0,6.474840724888762,2.3981168602346288,0.2271752903519432,4.163312214603538,2.7243505807038866,0.0,0.9058430117314399,12.90584301173144,2.8130517421116594,3.0
1,2.0,6.439862457188002,2.3937717338121742,0.19311413309391295,4.118646917292168,2.7113152014365225,0.0,0.6885866906087058,12.688586690608705,2.546711996408694,3.0
0,1.0204894713784913,5.775970404366233,2.1530734207067734,0.18,3.6636881048481285,1.44,0.0,0.0,4.0,1.8275811044100418,3.0
1,1.0,3.5608388857642432,1.21,0.22298678920442647,2.8374009190331986,2.029674037925452,0.0,1.0,0.0,1.736097070735007,3.0
0,2.0,5.090577091821167,1.3905148330549524,0.2794851669450475,2.9767859515895525,2.9436969532598374,0.0,1.0,13.98283889816825,2.1187987228717775,3.0
1,2.0,6.687014502795759,2.3167214518726986,0.16709906730988267,3.071297201929648,1.3754168558079272,0.0,0.23663557699608906,4.0,2.313820519182581,3.0
1,1.0,2.9658879756181653,1.21,0.19772348091796882,2.647926106884766,1.8844100152783207,0.0,1.0,0.0,0.9655661679980491,3.0
1,0.0,6.0952373901279335,2.15805435183659,0.16346304321089403,2.4496499938505623,2.6635412901773825,1.0,1.0,7.692608642178802,2.163773925877088,3.0
1,0.9293476258792228,1.2323613843136685,0.08029892805905829,0.4157608575527534,4.717173905035168,2.357880428776377,0.0,0.0,0.0,2.6205707813079013,3.0
1,0.0,0.0,0.5183349496887102,0.24096831556998685,2.2198189461142106,1.7582080506091649,0.0,0.35022631735723664,4.350226317357237,0.9769592628756975,3.0
0,10.0,6.730563847924614,2.2328285990406145,0.3147135183383263,7.270813867991356,1.1938447139357626,0.0,0.0,2.0,2.3332530317773306,3.0
0,0.0,0.0,0.21288843914495859,0.3544060304750524,4.3677949755819325,2.078982914631828,0.0,0.0,0.0,3.183051256104517,3.0
1,4.886680387298048,7.956194883764679,3.2488668038729807,0.18,5.191670096824511,1.2011331961270195,0.0,0.0,2.0,3.5924651573972146,3.0
0,0.0,5.616686125156681,0.7522008581427198,0.20173744636608001,4.239564255066331,4.014302115650743,0.739106376658286,1.0,9.478212753316573,3.103916171034423,3.0
0,3.984695459709615,0.0,1.259846954597096,0.21,3.615255592509981,0.6396939091941923,0.0,0.9846954597096153,0.01530454029038475,2.2055616833157883,3.0
1,0.06656369192051703,5.919114736910188,1.9452942029297964,0.20266254767682068,4.807260221263567,3.342012356969538,1.866872616158966,0.933436308079483,10.0,1.7721050342410725,3.0
1,2.0,6.160660813680386,2.0893760696508448,0.1850103988391526,3.444365670811692,1.4107695140972918,0.0,0.5010398839152592,3.501039883915259,1.5006447280274609,3.0
1,0.0,6.080182172572376,2.277518284803988,0.19078754896800126,4.348828036016077,1.7238646056240539,0.0,0.0,0.0,2.3394965166920705,3.0
0,0.0,7.1048583912197225,2.6568396376939813,0.14316036230601858,2.6613191290500073,1.6606595645250037,0.0,0.6839637693981411,10.0,1.565801811530093,3.0
1,2.0,5.5701370439122595,1.7525596287705534,0.2007319068488069,3.2731054911067528,2.059268093151193,0.0,0.38414883561008617,13.615851164389914,2.456461768497343,3.0
0,0.0,6.74068134118736,2.337393602586165,0.22663349627364543,5.091647268743188,3.355773878782062,0.0,0.0,10.0,2.689637938403735,3.0
1,0.0,0.0,0.47348375424236944,0.22832754791375504,2.2550520687762052,1.3105921965462182,0.0,1.0,0.0,0.5388850319425034,3.0
0,1.1328010664449963,6.5562452436411185,2.2900798400332505,0.14132801066444997,3.3714876907309512,2.0612481706311994,0.0,1.0,6.132801066444996,1.1171190935217532,3.0
0,0.0,3.4220334074648653,0.8391360651139926,0.22635964025539887,2.689105295080564,2.4108815177622525,1.0,1.0,3.2728071948920228,0.32182017987230055,3.0
1,0.0,5.750792058703831,2.106873351107808,0.17995253526588,4.356727945125584,3.2098545940177763,0.0,0.0,17.1990507053176,1.2826994662851123,3.0
1,0.0,8.621700891983403,4.70354336684766,0.16,5.17,1.8664566331523404,0.0,0.0,0.0,2.4574017839668088,3.0
0,3.0,0.0,0.0,0.514809101251422,2.524834382505372,0.6053265916656133,0.0,0.0,0.0,0.7516283150044241,3.0
0,0.8714996467660898,4.719977258034771,1.3238550105970173,0.1887149964676609,3.078484720945211,2.4024548693034533,1.0,0.8714996467660898,5.0,1.0968699364178962,3.0
0,0.811204176736003,3.84606082861693,1.1519717172950428,0.1913277493958398,2.227820950982718,1.3659947790799962,0.0,0.0,3.0,0.12271728512159807,3.0
0,0.0,3.480328283841057,0.578869235132517,0.23820639475743954,2.9401715512515496,2.3423342899062307,0.0,0.0,2.8206394757439552,0.6464127895148791,3.0
1,0.0,2.250879053685256,1.2337406032989842,0.23496241319593708,4.017255685773591,2.5990788845355506,0.0,0.0,5.748120659796855,2.7131392144339777,3.0
0,2.8204268437712683,6.324718880655555,2.2490792505990527,0.21102134218856342,4.208945126882231,1.7732774484513243,0.0,0.0,2.0,2.591582309676653,3.0
1,4.651484771857788,7.927178172622935,3.266514847718578,0.18,5.132871192964447,1.21,0.0,0.0,2.0,3.2737620560791196,3.0
1,0.7933156401232546,5.782261220831495,2.1830694975802794,0.1758663128024651,3.5504572892653252,1.4089973460184881,0.0,0.0,3.7933156401232546,1.7207915072591622,3.0
0,3.726038872678866,6.791694705543828,2.260407172015974,0.22082272108752063,4.216174596684191,2.259194033023624,0.0,0.0,4.0,2.416157842573046,3.0
0,0.0,0.0,1.2743342591533398,0.20356232640874877,2.920686979226246,1.0170821760583253,0.0,0.0,0.0,1.1457082176058324,3.0
0,1.3772590832279759,0.0,1.4471837283480835,0.1675451816645595,2.3170783565697377,0.7362274091677202,0.0,0.6227409167720241,4.0,0.6978312801011433,3.0
1,6.883110603069299,2.6342764492475954,0.13285944554125698,0.454155530153465,4.685580417287453,1.732986636184158,0.0,0.03896313231023363,8.8831106030693,0.5053276478805317,3.0
1,0.7634922313242143,4.198251654182699,1.427674558699083,0.23253176197580033,2.738174611566211,2.047595285927401,0.0,0.6182538843378929,11.0,1.0751031603374417,3.0
1,1.3365542148887264,6.388751880489635,2.610176869409048,0.17663445785111273,4.527101206600146,2.7866180743668374,0.0,0.6634457851112735,14.663445785111273,2.9090337355333817,3.0
1,4.344277364619257,7.8903132837543115,3.2634427736461924,0.18,5.0560693411548145,1.21,0.0,0.0,2.0,3.0126357599263693,3.0
0,0.38539662096556504,5.887301689517217,2.1598984392744764,0.1522920675806887,2.643631600885551,2.1948065004854818,1.385396620965565,1.0,6.614603379034435,2.50728244564416,3.0
1,0.0,9.075129568280953,5.098968201383674,0.1531838633102721,5.42901319420966,2.0026904604151023,0.0,0.0,0.0,2.389551589930816,3.0
1,0.34062456946424,5.666456183697493,2.1763750172214302,0.1668124913892848,3.613843719862497,1.4070312284732118,0.0,0.0,4.0,1.2859059012660343,3.0
